id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
1713,Route D,WH2,4.3,87,Accident,2023-11-03
1714,Route C,WH4,6.7,0,,2023-11-03
1715,Route B,WH3,5.5,49,Mechanical Issue,2023-11-03
1716,Route E,WH3,6.5,88,Weather,2023-11-04
1717,Route D,WH4,4.8,30,Weather,2023-11-04
1718,Route C,WH3,6.1,31,Mechanical Issue,2023-11-04
1719,Route B,WH2,5.9,35,Traffic,2023-11-05
1720,Route C,WH3,5.2,0,,2023-11-05
1721,Route A,WH1,5.3,78,Traffic,2023-11-05
1722,Route B,WH2,7.8,40,Mechanical Issue,2023-11-05
1723,Route A,WH1,6.3,52,Traffic,2023-11-05
1724,Route C,WH3,5.4,79,Mechanical Issue,2023-11-05
1725,Route E,WH2,5.8,85,Staff Shortage,2023-11-06
1726,Route D,WH4,6.8,43,Staff Shortage,2023-11-06
1727,Route D,WH3,3.7,108,Weather,2023-11-06
1728,Route E,WH2,3.2,101,Accident,2023-11-07
1729,Route B,WH4,4.5,62,Staff Shortage,2023-11-07
1730,Route E,WH4,7.8,77,Staff Shortage,2023-11-07
1731,Route E,WH3,3.5,6,Mechanical Issue,2023-11-07
1732,Route B,WH3,6.6,116,Staff Shortage,2023-11-08
1733,Route A,WH2,7.5,15,Accident,2023-11-08
1734,Route A,WH3,6.6,80,Weather,2023-11-08
1735,Route C,WH4,6.6,103,Traffic,2023-11-08
1736,Route A,WH2,5.6,0,,2023-11-08
1737,Route A,WH2,6.6,23,Weather,2023-11-08
1738,Route E,WH2,5.1,102,Mechanical Issue,2023-11-08
1739,Route C,WH1,4.9,57,Mechanical Issue,2023-11-08
1740,Route C,WH2,7.4,0,,2023-11-09
1741,Route C,WH4,7.1,38,Staff Shortage,2023-11-09
1742,Route B,WH2,7.7,114,Staff Shortage,2023-11-09
1743,Route C,WH3,4.0,50,Accident,2023-11-10
1744,Route E,WH3,4.0,41,Accident,2023-11-10
1745,Route E,WH2,5.6,34,Staff Shortage,2023-11-10
1746,Route D,WH1,5.1,51,Traffic,2023-11-10
1747,Route B,WH4,3.6,108,Accident,2023-11-11
1748,Route E,WH4,7.5,90,Staff Shortage,2023-11-11
1749,Route E,WH1,3.0,0,,2023-11-11
1750,Route E,WH2,6.4,112,Mechanical Issue,2023-11-11
1751,Route B,WH4,4.1,98,Weather,2023-11-12
1752,Route D,WH2,4.6,12,Traffic,2023-11-12
1753,Route B,WH1,7.9,69,Staff Shortage,2023-11-12
1754,Route C,WH4,7.6,88,Mechanical Issue,2023-11-12
1755,Route D,WH2,5.3,12,Traffic,2023-11-12
1756,Route E,WH2,6.4,24,Traffic,2023-11-12
1757,Route D,WH1,6.6,17,Staff Shortage,2023-11-13
1758,Route B,WH1,6.9,54,Mechanical Issue,2023-11-13
1759,Route B,WH2,7.9,118,Weather,2023-11-13
1760,Route A,WH1,6.0,23,Traffic,2023-11-13
1761,Route D,WH2,3.1,73,Staff Shortage,2023-11-13
1762,Route C,WH1,3.1,63,Traffic,2023-11-13
1763,Route C,WH2,4.5,72,Weather,2023-11-13
1764,Route E,WH4,3.0,41,Accident,2023-11-14
1765,Route B,WH3,7.0,0,,2023-11-14
1766,Route B,WH2,7.4,119,Mechanical Issue,2023-11-14
1767,Route B,WH4,3.2,71,Accident,2023-11-14
1768,Route E,WH2,6.3,86,Mechanical Issue,2023-11-14
1769,Route E,WH4,3.3,93,Staff Shortage,2023-11-14
1770,Route D,WH4,5.5,0,,2023-11-14
1771,Route E,WH3,6.5,73,Accident,2023-11-15
1772,Route E,WH2,5.8,0,,2023-11-15
1773,Route E,WH1,6.0,0,,2023-11-15
1774,Route B,WH1,5.2,79,Accident,2023-11-15
1775,Route C,WH1,4.0,0,,2023-11-15
1776,Route D,WH2,3.3,76,Mechanical Issue,2023-11-16
1777,Route E,WH3,3.4,12,Accident,2023-11-16
1778,Route E,WH2,3.8,0,,2023-11-16
1779,Route E,WH1,5.9,15,Mechanical Issue,2023-11-16
1780,Route C,WH4,6.4,0,,2023-11-17
1781,Route A,WH3,3.4,86,Traffic,2023-11-17
1782,Route E,WH2,4.4,25,Traffic,2023-11-17
1783,Route C,WH3,5.5,96,Mechanical Issue,2023-11-17
1784,Route A,WH3,7.1,0,,2023-11-18
1785,Route C,WH3,4.7,95,Traffic,2023-11-18
1786,Route A,WH3,3.7,81,Traffic,2023-11-18
1787,Route D,WH4,4.0,0,,2023-11-18
1788,Route C,WH2,3.7,72,Mechanical Issue,2023-11-18
1789,Route D,WH3,7.4,22,Accident,2023-11-19
1790,Route C,WH1,5.7,16,Traffic,2023-11-19
1791,Route A,WH2,6.4,63,Weather,2023-11-19
1792,Route C,WH4,5.9,0,,2023-11-19
1793,Route D,WH3,7.3,75,Accident,2023-11-19
1794,Route E,WH4,5.5,45,Weather,2023-11-19
1795,Route E,WH4,5.4,0,,2023-11-19
1796,Route B,WH2,6.5,45,Mechanical Issue,2023-11-19
1797,Route D,WH1,3.9,81,Accident,2023-11-20
1798,Route B,WH3,5.5,65,Mechanical Issue,2023-11-20
1799,Route E,WH2,3.1,12,Mechanical Issue,2023-11-20
1800,Route D,WH3,6.5,113,Mechanical Issue,2023-11-21
1801,Route D,WH2,6.9,52,Mechanical Issue,2023-11-21
1802,Route E,WH1,4.2,54,Traffic,2023-11-21
1803,Route D,WH4,6.9,34,Mechanical Issue,2023-11-21
1804,Route A,WH2,5.1,83,Weather,2023-11-21
1805,Route E,WH1,4.4,76,Traffic,2023-11-21
1806,Route C,WH3,5.8,107,Weather,2023-11-21
1807,Route D,WH3,3.6,70,Traffic,2023-11-22
1808,Route B,WH1,4.0,105,Mechanical Issue,2023-11-22
1809,Route D,WH4,3.9,117,Staff Shortage,2023-11-22
1810,Route E,WH1,6.1,47,Staff Shortage,2023-11-22
1811,Route E,WH3,7.0,68,Traffic,2023-11-22
1812,Route E,WH3,4.1,64,Weather,2023-11-23
1813,Route E,WH2,3.4,5,Mechanical Issue,2023-11-23
1814,Route B,WH1,5.5,0,,2023-11-23
1815,Route D,WH3,5.8,89,Staff Shortage,2023-11-23
1816,Route E,WH4,4.3,88,Traffic,2023-11-24
1817,Route D,WH1,3.7,52,Weather,2023-11-24
1818,Route D,WH4,6.5,114,Accident,2023-11-24
1819,Route E,WH3,5.5,69,Weather,2023-11-24
1820,Route D,WH4,4.1,93,Mechanical Issue,2023-11-24
1821,Route B,WH1,5.8,34,Traffic,2023-11-24
1822,Route B,WH1,6.2,32,Accident,2023-11-24
1823,Route E,WH3,6.3,0,,2023-11-24
1824,Route E,WH4,7.9,104,Traffic,2023-11-25
1825,Route B,WH1,5.4,81,Accident,2023-11-25
1826,Route C,WH4,5.7,95,Weather,2023-11-25
1827,Route E,WH2,6.6,115,Weather,2023-11-26
1828,Route B,WH3,7.7,17,Mechanical Issue,2023-11-26
1829,Route E,WH1,6.1,119,Traffic,2023-11-26
1830,Route B,WH1,4.5,70,Accident,2023-11-27
1831,Route D,WH3,7.5,71,Traffic,2023-11-27
1832,Route D,WH2,3.0,0,,2023-11-27
1833,Route A,WH2,5.5,59,Weather,2023-11-27
1834,Route B,WH3,6.4,0,,2023-11-27
1835,Route E,WH2,7.7,49,Traffic,2023-11-27
1836,Route A,WH1,3.6,86,Traffic,2023-11-28
1837,Route C,WH3,7.1,59,Accident,2023-11-28
1838,Route A,WH3,5.6,0,,2023-11-28
1839,Route B,WH3,6.8,0,,2023-11-29
1840,Route E,WH3,4.4,9,Mechanical Issue,2023-11-29
1841,Route E,WH4,3.3,0,,2023-11-29
1842,Route C,WH3,6.7,84,Weather,2023-11-29
1843,Route A,WH3,4.8,0,,2023-11-29
1844,Route C,WH3,7.9,0,,2023-11-30
1845,Route E,WH1,4.0,57,Mechanical Issue,2023-11-30
1846,Route A,WH3,6.5,98,Accident,2023-11-30
1847,Route D,WH3,7.7,60,Mechanical Issue,2023-11-30
1848,Route D,WH1,6.2,52,Accident,2023-11-30
1849,Route C,WH3,3.3,116,Weather,2023-12-01
1850,Route A,WH2,3.9,0,,2023-12-01
1851,Route E,WH3,3.9,51,Accident,2023-12-01
1852,Route B,WH2,6.5,19,Traffic,2023-12-02
1853,Route E,WH1,7.2,31,Accident,2023-12-02
1854,Route E,WH4,4.5,70,Accident,2023-12-02
1855,Route B,WH4,3.1,100,Accident,2023-12-02
1856,Route E,WH3,3.2,81,Weather,2023-12-03
1857,Route D,WH3,6.6,0,,2023-12-03
1858,Route C,WH2,7.7,16,Weather,2023-12-03
1859,Route D,WH3,6.0,116,Weather,2023-12-04
1860,Route A,WH1,5.5,0,,2023-12-04
1861,Route E,WH4,3.5,51,Staff Shortage,2023-12-04
1862,Route A,WH1,3.9,31,Weather,2023-12-05
1863,Route A,WH2,3.1,39,Mechanical Issue,2023-12-05
1864,Route C,WH3,6.9,81,Mechanical Issue,2023-12-05
1865,Route E,WH3,6.6,0,,2023-12-05
1866,Route C,WH4,4.8,0,,2023-12-06
1867,Route E,WH4,3.4,10,Accident,2023-12-06
1868,Route E,WH2,5.8,75,Weather,2023-12-06
1869,Route A,WH2,6.6,79,Mechanical Issue,2023-12-06
1870,Route B,WH3,5.5,32,Mechanical Issue,2023-12-06
1871,Route E,WH4,4.2,0,,2023-12-06
1872,Route B,WH1,4.6,20,Weather,2023-12-06
1873,Route E,WH2,4.2,33,Weather,2023-12-07
1874,Route B,WH2,3.9,0,,2023-12-07
1875,Route C,WH4,4.2,61,Staff Shortage,2023-12-07
1876,Route B,WH2,6.9,90,Accident,2023-12-07
1877,Route D,WH4,4.9,98,Traffic,2023-12-08
1878,Route A,WH3,7.2,0,,2023-12-08
1879,Route A,WH1,4.8,19,Accident,2023-12-08
1880,Route B,WH2,7.0,19,Mechanical Issue,2023-12-09
1881,Route A,WH4,3.3,111,Weather,2023-12-09
1882,Route B,WH3,5.1,63,Weather,2023-12-09
1883,Route E,WH2,4.0,88,Mechanical Issue,2023-12-09
1884,Route C,WH1,7.2,86,Weather,2023-12-09
1885,Route E,WH4,5.7,92,Staff Shortage,2023-12-10
1886,Route B,WH4,3.3,111,Mechanical Issue,2023-12-10
1887,Route B,WH1,3.3,75,Staff Shortage,2023-12-10
1888,Route B,WH1,4.5,32,Weather,2023-12-10
1889,Route C,WH1,3.6,0,,2023-12-11
1890,Route D,WH4,6.3,98,Mechanical Issue,2023-12-11
1891,Route D,WH2,5.9,5,Mechanical Issue,2023-12-11
1892,Route C,WH1,6.8,0,,2023-12-11
1893,Route C,WH3,3.2,36,Weather,2023-12-11
1894,Route A,WH3,6.0,22,Accident,2023-12-11
1895,Route E,WH4,4.8,21,Staff Shortage,2023-12-11
1896,Route A,WH4,6.4,55,Traffic,2023-12-11
1897,Route C,WH3,4.5,0,,2023-12-12
1898,Route A,WH1,5.9,89,Traffic,2023-12-12
1899,Route E,WH4,4.6,6,Traffic,2023-12-12
1900,Route C,WH3,6.6,117,Mechanical Issue,2023-12-12
1901,Route E,WH3,4.3,89,Mechanical Issue,2023-12-12
1902,Route A,WH2,6.4,14,Mechanical Issue,2023-12-12
1903,Route C,WH2,5.4,0,,2023-12-12
1904,Route D,WH1,5.6,37,Accident,2023-12-12
1905,Route B,WH2,3.0,48,Mechanical Issue,2023-12-13
1906,Route C,WH4,6.3,50,Weather,2023-12-13
1907,Route E,WH1,3.9,100,Mechanical Issue,2023-12-13
1908,Route D,WH4,7.1,29,Traffic,2023-12-13
1909,Route A,WH4,5.9,0,,2023-12-13
1910,Route C,WH1,6.7,0,,2023-12-13
1911,Route C,WH4,6.0,21,Staff Shortage,2023-12-13
1912,Route B,WH2,4.4,0,,2023-12-14
1913,Route A,WH1,7.8,101,Staff Shortage,2023-12-14
1914,Route A,WH2,5.7,49,Traffic,2023-12-14
1915,Route D,WH1,4.9,37,Staff Shortage,2023-12-14
1916,Route D,WH4,4.6,8,Accident,2023-12-14
1917,Route B,WH2,7.6,98,Traffic,2023-12-14
1918,Route E,WH1,7.4,15,Mechanical Issue,2023-12-15
1919,Route B,WH3,4.5,0,,2023-12-15
1920,Route B,WH2,6.6,69,Weather,2023-12-15
1921,Route B,WH3,3.2,0,,2023-12-15
1922,Route B,WH1,7.1,22,Mechanical Issue,2023-12-15
1923,Route C,WH2,7.5,0,,2023-12-16
1924,Route A,WH1,3.6,57,Traffic,2023-12-16
1925,Route B,WH3,3.8,36,Traffic,2023-12-16
1926,Route C,WH3,5.5,104,Staff Shortage,2023-12-16
1927,Route B,WH2,5.3,99,Weather,2023-12-16
1928,Route B,WH2,5.5,29,Weather,2023-12-17
1929,Route A,WH3,7.4,89,Weather,2023-12-17
1930,Route E,WH1,6.2,36,Accident,2023-12-17
1931,Route A,WH3,4.6,0,,2023-12-17
1932,Route C,WH1,6.0,105,Weather,2023-12-17
1933,Route B,WH1,4.9,23,Staff Shortage,2023-12-17
1934,Route B,WH4,6.4,18,Traffic,2023-12-17
1935,Route E,WH3,5.2,16,Mechanical Issue,2023-12-17
1936,Route E,WH3,3.7,74,Accident,2023-12-18
1937,Route A,WH3,6.2,49,Weather,2023-12-18
1938,Route C,WH4,6.6,22,Mechanical Issue,2023-12-18
1939,Route C,WH1,5.7,13,Traffic,2023-12-19
1940,Route D,WH2,5.3,17,Mechanical Issue,2023-12-19
1941,Route A,WH3,5.6,12,Staff Shortage,2023-12-19
1942,Route D,WH4,6.4,95,Staff Shortage,2023-12-19
1943,Route D,WH2,5.1,61,Weather,2023-12-19
1944,Route A,WH3,7.9,108,Staff Shortage,2023-12-19
1945,Route B,WH1,3.4,72,Traffic,2023-12-19
1946,Route E,WH1,3.0,0,,2023-12-20
1947,Route C,WH2,7.0,73,Accident,2023-12-20
1948,Route D,WH1,7.6,0,,2023-12-20
1949,Route D,WH4,5.4,35,Weather,2023-12-20
1950,Route A,WH3,6.0,9,Traffic,2023-12-20
1951,Route B,WH4,7.2,40,Traffic,2023-12-20
1952,Route B,WH2,7.6,111,Staff Shortage,2023-12-20
1953,Route A,WH4,5.0,108,Weather,2023-12-21
1954,Route C,WH4,3.8,23,Staff Shortage,2023-12-21
1955,Route A,WH4,3.1,35,Traffic,2023-12-21
1956,Route B,WH4,3.9,0,,2023-12-21
1957,Route A,WH2,4.7,110,Staff Shortage,2023-12-22
1958,Route E,WH3,5.0,118,Mechanical Issue,2023-12-22
1959,Route B,WH4,5.8,0,,2023-12-22
1960,Route B,WH4,4.0,113,Traffic,2023-12-22
1961,Route C,WH4,4.0,106,Accident,2023-12-22
1962,Route A,WH2,6.9,0,,2023-12-23
1963,Route A,WH2,5.5,0,,2023-12-23
1964,Route E,WH4,6.7,105,Accident,2023-12-23
1965,Route D,WH1,3.6,105,Weather,2023-12-23
1966,Route C,WH4,5.9,46,Weather,2023-12-23
1967,Route A,WH1,4.5,61,Staff Shortage,2023-12-23
1968,Route B,WH3,6.1,0,,2023-12-23
1969,Route C,WH1,6.7,26,Mechanical Issue,2023-12-23
1970,Route D,WH2,6.5,66,Accident,2023-12-24
1971,Route C,WH4,6.4,75,Weather,2023-12-24
1972,Route E,WH3,3.1,16,Staff Shortage,2023-12-24
1973,Route D,WH2,5.5,15,Staff Shortage,2023-12-24
1974,Route D,WH2,5.4,29,Accident,2023-12-24
1975,Route E,WH1,7.1,27,Mechanical Issue,2023-12-24
1976,Route A,WH2,5.1,0,,2023-12-24
1977,Route A,WH2,5.9,85,Staff Shortage,2023-12-25
1978,Route B,WH2,3.7,21,Weather,2023-12-25
1979,Route B,WH4,6.9,0,,2023-12-25
1980,Route C,WH2,4.8,16,Traffic,2023-12-25
1981,Route C,WH2,4.0,52,Accident,2023-12-25
1982,Route A,WH4,5.6,0,,2023-12-25
1983,Route E,WH2,3.8,28,Traffic,2023-12-26
1984,Route C,WH2,3.8,80,Staff Shortage,2023-12-26
1985,Route D,WH3,6.1,24,Staff Shortage,2023-12-26
1986,Route A,WH4,5.6,86,Staff Shortage,2023-12-26
1987,Route E,WH4,3.6,86,Traffic,2023-12-26
1988,Route A,WH1,4.2,49,Accident,2023-12-26
1989,Route D,WH3,3.7,73,Mechanical Issue,2023-12-27
1990,Route E,WH4,4.8,0,,2023-12-27
1991,Route E,WH3,4.1,0,,2023-12-27
1992,Route A,WH2,4.0,0,,2023-12-27
1993,Route E,WH1,7.0,43,Mechanical Issue,2023-12-27
1994,Route E,WH3,4.0,108,Weather,2023-12-28
1995,Route B,WH1,7.3,106,Accident,2023-12-28
1996,Route B,WH4,3.5,0,,2023-12-28
1997,Route B,WH2,4.7,0,,2023-12-28
1998,Route A,WH3,5.5,18,Weather,2023-12-28
1999,Route D,WH4,5.2,54,Staff Shortage,2023-12-28
2000,Route A,WH4,3.6,109,Weather,2023-12-28
2001,Route D,WH1,3.5,62,Traffic,2023-12-28
2002,Route A,WH3,6.8,13,Mechanical Issue,2023-12-29
2003,Route C,WH3,5.3,52,Traffic,2023-12-29
2004,Route B,WH3,4.4,24,Traffic,2023-12-29
2005,Route E,WH2,3.1,53,Weather,2023-12-29
2006,Route A,WH1,7.4,62,Staff Shortage,2023-12-29
2007,Route C,WH2,7.3,0,,2023-12-29
2008,Route B,WH3,7.0,0,,2023-12-29
2009,Route B,WH4,6.1,0,,2023-12-30
2010,Route E,WH2,7.8,73,Mechanical Issue,2023-12-30
2011,Route D,WH4,6.4,38,Traffic,2023-12-30
2012,Route C,WH4,3.1,10,Staff Shortage,2023-12-31
2013,Route C,WH1,5.7,76,Staff Shortage,2023-12-31
2014,Route D,WH3,3.1,42,Staff Shortage,2023-12-31
1,Route A,WH2,5.0,59,Staff Shortage,2024-01-01
2,Route A,WH4,6.4,0,,2024-01-01
3,Route D,WH3,3.5,13,Weather,2024-01-01
4,Route D,WH1,5.2,97,Weather,2024-01-01
5,Route E,WH3,7.5,117,Traffic,2024-01-01
6,Route D,WH1,6.8,116,Accident,2024-01-02
7,Route D,WH4,7.4,96,Staff Shortage,2024-01-02
8,Route A,WH3,7.5,97,Accident,2024-01-02
9,Route B,WH2,4.1,73,Staff Shortage,2024-01-02
10,Route A,WH3,5.0,0,,2024-01-02
11,Route B,WH4,5.8,94,Traffic,2024-01-02
12,Route B,WH2,3.4,98,Accident,2024-01-02
13,Route B,WH1,6.4,88,Staff Shortage,2024-01-02
14,Route D,WH4,4.0,118,Mechanical Issue,2024-01-03
15,Route E,WH2,7.7,119,Mechanical Issue,2024-01-03
16,Route B,WH4,3.2,111,Mechanical Issue,2024-01-03
17,Route B,WH1,5.2,48,Traffic,2024-01-03
18,Route C,WH4,3.1,32,Staff Shortage,2024-01-03
19,Route A,WH2,6.1,31,Mechanical Issue,2024-01-03
20,Route A,WH4,7.4,84,Accident,2024-01-03
21,Route A,WH2,7.6,0,,2024-01-04
22,Route E,WH1,7.6,55,Mechanical Issue,2024-01-04
23,Route C,WH4,4.6,30,Mechanical Issue,2024-01-04
24,Route B,WH3,3.0,118,Staff Shortage,2024-01-04
25,Route E,WH1,7.5,55,Accident,2024-01-05
26,Route D,WH4,5.3,118,Accident,2024-01-05
27,Route D,WH1,6.8,118,Accident,2024-01-05
28,Route D,WH1,3.8,88,Mechanical Issue,2024-01-05
29,Route A,WH3,4.9,69,Accident,2024-01-05
30,Route B,WH2,3.7,7,Staff Shortage,2024-01-05
31,Route A,WH4,5.8,68,Mechanical Issue,2024-01-06
32,Route B,WH2,3.4,74,Accident,2024-01-06
33,Route B,WH2,5.4,52,Weather,2024-01-06
34,Route E,WH3,7.4,109,Weather,2024-01-06
35,Route D,WH1,4.4,0,,2024-01-06
36,Route B,WH2,5.0,74,Accident,2024-01-06
37,Route A,WH4,7.5,94,Staff Shortage,2024-01-06
38,Route D,WH2,6.5,12,Accident,2024-01-06
39,Route A,WH1,7.7,53,Mechanical Issue,2024-01-07
40,Route A,WH2,5.7,48,Mechanical Issue,2024-01-07
41,Route A,WH3,5.9,30,Accident,2024-01-07
42,Route B,WH1,4.1,28,Mechanical Issue,2024-01-07
43,Route A,WH3,3.6,117,Traffic,2024-01-07
44,Route A,WH1,6.5,0,,2024-01-08
45,Route C,WH1,8.0,49,Accident,2024-01-08
46,Route D,WH3,7.1,69,Traffic,2024-01-08
47,Route A,WH1,6.0,98,Staff Shortage,2024-01-08
48,Route E,WH4,7.6,105,Traffic,2024-01-09
49,Route D,WH4,7.6,112,Staff Shortage,2024-01-09
50,Route C,WH3,3.5,116,Traffic,2024-01-09
51,Route E,WH4,5.1,83,Mechanical Issue,2024-01-09
52,Route A,WH4,3.3,6,Mechanical Issue,2024-01-09
53,Route E,WH1,5.9,23,Staff Shortage,2024-01-09
54,Route A,WH1,4.5,0,,2024-01-09
55,Route A,WH2,5.0,22,Traffic,2024-01-10
56,Route D,WH4,3.7,62,Weather,2024-01-10
57,Route B,WH3,5.9,109,Weather,2024-01-10
58,Route D,WH3,6.8,76,Accident,2024-01-10
59,Route E,WH4,7.0,50,Mechanical Issue,2024-01-10
60,Route A,WH2,3.7,101,Staff Shortage,2024-01-10
61,Route D,WH1,4.8,109,Staff Shortage,2024-01-10
62,Route B,WH4,7.1,19,Accident,2024-01-10
63,Route D,WH2,4.4,115,Accident,2024-01-11
64,Route D,WH3,4.0,91,Traffic,2024-01-11
65,Route D,WH1,5.4,37,Staff Shortage,2024-01-11
66,Route A,WH3,7.1,6,Accident,2024-01-11
67,Route B,WH4,5.1,9,Accident,2024-01-11
68,Route A,WH2,4.8,7,Weather,2024-01-11
69,Route D,WH3,3.1,90,Mechanical Issue,2024-01-11
70,Route B,WH3,3.1,44,Weather,2024-01-11
71,Route B,WH2,3.6,81,Staff Shortage,2024-01-12
72,Route B,WH3,5.1,118,Traffic,2024-01-12
73,Route C,WH2,3.7,84,Staff Shortage,2024-01-12
74,Route D,WH4,5.0,70,Weather,2024-01-12
75,Route B,WH3,3.6,0,,2024-01-12
76,Route C,WH2,5.5,14,Staff Shortage,2024-01-13
77,Route A,WH4,4.6,52,Staff Shortage,2024-01-13
78,Route E,WH2,7.1,37,Mechanical Issue,2024-01-13
79,Route A,WH4,4.9,46,Traffic,2024-01-13
80,Route D,WH4,7.8,12,Traffic,2024-01-13
81,Route E,WH3,4.6,35,Weather,2024-01-13
82,Route A,WH4,6.1,0,,2024-01-13
83,Route A,WH1,4.9,25,Mechanical Issue,2024-01-14
84,Route A,WH2,5.5,23,Weather,2024-01-14
85,Route E,WH3,6.7,87,Accident,2024-01-14
86,Route B,WH3,6.1,103,Weather,2024-01-15
87,Route D,WH4,4.1,50,Traffic,2024-01-15
88,Route B,WH3,6.0,0,,2024-01-15
89,Route E,WH1,6.2,55,Staff Shortage,2024-01-15
90,Route D,WH1,7.3,14,Mechanical Issue,2024-01-15
91,Route D,WH2,6.3,0,,2024-01-16
92,Route A,WH2,7.8,25,Staff Shortage,2024-01-16
93,Route A,WH1,7.2,93,Accident,2024-01-16
94,Route A,WH3,3.3,18,Mechanical Issue,2024-01-17
95,Route C,WH2,4.1,109,Weather,2024-01-17
96,Route A,WH2,4.4,78,Weather,2024-01-17
97,Route B,WH2,5.5,0,,2024-01-17
98,Route D,WH1,5.2,43,Accident,2024-01-17
99,Route C,WH1,3.1,46,Traffic,2024-01-18
100,Route B,WH4,5.7,69,Mechanical Issue,2024-01-18
101,Route B,WH2,6.8,40,Accident,2024-01-18
102,Route B,WH2,3.5,75,Staff Shortage,2024-01-19
103,Route A,WH1,7.3,78,Mechanical Issue,2024-01-19
104,Route A,WH4,3.2,114,Traffic,2024-01-19
105,Route E,WH2,7.6,71,Weather,2024-01-19
106,Route C,WH2,6.3,0,,2024-01-20
107,Route D,WH2,3.4,74,Weather,2024-01-20
108,Route A,WH4,3.6,22,Staff Shortage,2024-01-20
109,Route B,WH3,7.6,89,Accident,2024-01-20
110,Route D,WH4,5.4,10,Traffic,2024-01-20
111,Route E,WH4,6.4,81,Accident,2024-01-20
112,Route E,WH3,4.7,8,Mechanical Issue,2024-01-20
113,Route A,WH1,6.3,62,Mechanical Issue,2024-01-20
114,Route B,WH1,5.2,48,Traffic,2024-01-21
115,Route C,WH2,6.9,62,Traffic,2024-01-21
116,Route B,WH3,6.7,0,,2024-01-21
117,Route C,WH4,4.9,71,Staff Shortage,2024-01-22
118,Route B,WH2,3.9,0,,2024-01-22
119,Route E,WH3,3.9,50,Traffic,2024-01-22
120,Route E,WH1,3.6,112,Traffic,2024-01-22
121,Route C,WH1,3.4,95,Traffic,2024-01-22
122,Route D,WH1,3.3,80,Accident,2024-01-23
123,Route E,WH2,4.6,109,Mechanical Issue,2024-01-23
124,Route A,WH1,5.1,28,Mechanical Issue,2024-01-23
125,Route A,WH2,5.1,103,Accident,2024-01-24
126,Route C,WH1,4.1,15,Mechanical Issue,2024-01-24
127,Route C,WH3,6.1,120,Weather,2024-01-24
128,Route E,WH3,5.5,0,,2024-01-25
129,Route C,WH4,5.4,83,Weather,2024-01-25
130,Route B,WH3,4.5,54,Weather,2024-01-25
131,Route E,WH3,5.3,53,Accident,2024-01-25
132,Route D,WH2,7.5,50,Weather,2024-01-25
133,Route D,WH1,6.5,56,Weather,2024-01-25
134,Route E,WH4,3.1,71,Traffic,2024-01-25
135,Route E,WH3,6.7,102,Traffic,2024-01-26
136,Route E,WH2,7.9,117,Accident,2024-01-26
137,Route A,WH3,5.9,0,,2024-01-26
138,Route C,WH2,5.9,99,Accident,2024-01-26
139,Route C,WH4,6.8,21,Traffic,2024-01-27
140,Route D,WH2,4.0,24,Traffic,2024-01-27
141,Route D,WH2,4.7,0,,2024-01-27
142,Route D,WH3,3.7,0,,2024-01-28
143,Route B,WH1,6.7,0,,2024-01-28
144,Route E,WH4,7.0,26,Mechanical Issue,2024-01-28
145,Route D,WH2,6.5,62,Staff Shortage,2024-01-29
146,Route C,WH4,7.4,75,Accident,2024-01-29
147,Route C,WH3,6.2,62,Accident,2024-01-29
148,Route C,WH4,6.1,13,Traffic,2024-01-29
149,Route E,WH3,3.3,111,Accident,2024-01-29
150,Route E,WH4,6.9,95,Weather,2024-01-29
151,Route C,WH1,3.7,0,,2024-01-29
152,Route E,WH1,4.9,0,,2024-01-29
153,Route E,WH1,5.0,84,Mechanical Issue,2024-01-30
154,Route A,WH1,6.6,18,Staff Shortage,2024-01-30
155,Route E,WH3,3.5,89,Mechanical Issue,2024-01-30
156,Route A,WH3,3.3,104,Mechanical Issue,2024-01-30
157,Route B,WH3,3.4,85,Traffic,2024-01-30
158,Route D,WH2,3.7,79,Weather,2024-01-31
159,Route D,WH1,6.2,95,Traffic,2024-01-31
160,Route E,WH1,6.9,0,,2024-01-31
161,Route B,WH2,3.5,87,Weather,2024-01-31
162,Route D,WH1,3.1,0,,2024-02-01
163,Route A,WH3,4.2,0,,2024-02-01
164,Route D,WH1,7.0,37,Weather,2024-02-01
165,Route B,WH2,4.9,0,,2024-02-01
166,Route D,WH1,5.3,86,Weather,2024-02-01
167,Route B,WH3,4.5,15,Staff Shortage,2024-02-02
168,Route A,WH1,7.9,6,Accident,2024-02-02
169,Route B,WH4,3.7,0,,2024-02-02
170,Route B,WH4,5.7,94,Accident,2024-02-02
171,Route C,WH1,8.0,91,Accident,2024-02-03
172,Route E,WH4,5.3,92,Weather,2024-02-03
173,Route C,WH3,7.0,5,Mechanical Issue,2024-02-03
174,Route C,WH3,7.8,80,Traffic,2024-02-04
175,Route B,WH2,5.7,15,Weather,2024-02-04
176,Route E,WH1,4.7,74,Weather,2024-02-04
177,Route B,WH4,7.6,7,Weather,2024-02-04
178,Route A,WH1,6.6,9,Traffic,2024-02-04
179,Route C,WH1,7.4,0,,2024-02-04
180,Route E,WH3,4.8,80,Weather,2024-02-04
181,Route B,WH4,3.4,62,Mechanical Issue,2024-02-04
182,Route E,WH2,4.9,67,Staff Shortage,2024-02-05
183,Route E,WH4,6.1,0,,2024-02-05
184,Route D,WH1,3.6,73,Traffic,2024-02-05
